Country,continent,City,State,Latitude,Longitude,Condition,Min_Temperature,Max_Temperature,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,total_deaths_per_million
Malaysia,Asia,Buloh Kasap,Johor,2.55360000,102.76400000,light rain,27.98,27.98,5309410.0,1085.0,37351.0,0.0,153028.81,1076.538
Malaysia,Asia,Chaah,Johor,2.24900000,103.04800000,broken clouds,27.33,27.33,5309410.0,1085.0,37351.0,0.0,153028.81,1076.538
Malaysia,Asia,Daerah Batu Pahat,Johor,1.93333000,103.00000000,broken clouds,27.55,27.55,5309410.0,1085.0,37351.0,0.0,153028.81,1076.538
Malaysia,Asia,Daerah Johor Baharu,Johor,1.65000000,103.60000000,moderate rain,22.97,22.97,5309410.0,1085.0,37351.0,0.0,153028.81,1076.538
Malaysia,Asia,Daerah Keluang,Johor,2.20000000,103.33333000,broken clouds,26.85,26.85,5309410.0,1085.0,37351.0,0.0,153028.81,1076.538
Malaysia,Asia,Daerah Kota Tinggi,Johor,1.81667000,103.96667000,broken clouds,27.68,27.68,5309410.0,1085.0,37351.0,0.0,153028.81,1076.538
Malaysia,Asia,Daerah Mersing,Johor,2.31667000,103.71667000,few clouds,28.84,28.84,5309410.0,1085.0,37351.0,0.0,153028.81,1076.538
Malaysia,Asia,Daerah Muar,Johor,2.25000000,102.75000000,overcast clouds,27.89,27.89,5309410.0,1085.0,37351.0,0.0,153028.81,1076.538
Maldives,Asia,Hithadhoo,Addu,-0.60000000,73.08333000,few clouds,28.86,28.86,186694.0,0.0,316.0,0.0,356207.4,602.92
Maldives,Asia,Meedhoo,Addu,-0.58333000,73.23333000,few clouds,28.87,28.87,186694.0,0.0,316.0,0.0,356207.4,602.92
Maldives,Asia,Kudahuvadhoo,Dhaalu,2.67075000,72.89437000,scattered clouds,28.7,28.7,186694.0,0.0,316.0,0.0,356207.4,602.92
Maldives,Asia,Thinadhoo,Gaafu Dhaalu,0.53060000,72.99969000,clear sky,28.62,28.62,186694.0,0.0,316.0,0.0,356207.4,602.92
Maldives,Asia,Dhidhdhoo,Haa Alif,6.88744000,73.11402000,scattered clouds,28.58,28.58,186694.0,0.0,316.0,0.0,356207.4,602.92
Maldives,Asia,Kulhudhuffushi,Haa Dhaalu,6.62207000,73.06998000,broken clouds,28.66,28.66,186694.0,0.0,316.0,0.0,356207.4,602.92
Maldives,Asia,Viligili,Gaafu Alif,0.75906000,73.43296000,clear sky,28.72,28.72,186694.0,0.0,316.0,0.0,356207.4,602.92
Maldives,Asia,Fuvahmulah,Gnaviyani,-0.29878000,73.42403000,few clouds,28.81,28.81,186694.0,0.0,316.0,0.0,356207.4,602.92
Maldives,Asia,Guraidhoo,Kaafu,3.90045000,73.46623000,clear sky,28.54,28.54,186694.0,0.0,316.0,0.0,356207.4,602.92
Maldives,Asia,Hulhumale,Kaafu,4.21169000,73.54008000,few clouds,32.02,32.02,186694.0,0.0,316.0,0.0,356207.4,602.92
Mali,Africa,Bamako,Bamako,12.65000000,-8.00000000,clear sky,38.23,38.23,33166.0,0.0,743.0,0.0,1437.46,32.203
Mali,Africa,Ansongo,Gao,15.65970000,0.50220000,scattered clouds,38.08,38.08,33166.0,0.0,743.0,0.0,1437.46,32.203
Mali,Africa,Gao,Gao,16.27167000,-0.04472000,scattered clouds,35.97,35.97,33166.0,0.0,743.0,0.0,1437.46,32.203
Mali,Africa,Bafoulabé,Kayes,13.80650000,-10.83210000,scattered clouds,38.86,38.86,33166.0,0.0,743.0,0.0,1437.46,32.203
Mali,Africa,Kayes,Kayes,14.44693000,-11.44448000,scattered clouds,37.58,37.58,33166.0,0.0,743.0,0.0,1437.46,32.203
Mali,Africa,Kita,Kayes,13.03490000,-9.48950000,broken clouds,39.74,39.74,33166.0,0.0,743.0,0.0,1437.46,32.203
Mali,Africa,Cercle de Bourem,Gao,17.71192000,-0.34284000,scattered clouds,36.63,36.63,33166.0,0.0,743.0,0.0,1437.46,32.203
Mali,Africa,Gao Cercle,Gao,16.72237000,0.43984000,clear sky,37.98,37.98,33166.0,0.0,743.0,0.0,1437.46,32.203
Mali,Africa,Inékar,Gao,15.95944000,3.14111000,scattered clouds,36.33,36.33,33166.0,0.0,743.0,0.0,1437.46,32.203
Mali,Africa,Kokofata,Kayes,12.88333000,-9.95000000,broken clouds,40.19,40.19,33166.0,0.0,743.0,0.0,1437.46,32.203
Malta,Europe,Attard,Attard,35.88972000,14.44250000,few clouds,17.03,17.5,122796.0,80.0,922.0,1.0,232482.77,1745.571
Malta,Europe,Balzan,Balzan,35.90028000,14.45500000,few clouds,17.18,17.65,122796.0,80.0,922.0,1.0,232482.77,1745.571
Malta,Europe,Birkirkara,Birkirkara,35.89722000,14.46111000,few clouds,17.22,17.69,122796.0,80.0,922.0,1.0,232482.77,1745.571
Malta,Europe,Fleur De Lys,Birkirkara,35.89530000,14.46560000,overcast clouds,-3.9,-3.9,122796.0,80.0,922.0,1.0,232482.77,1745.571
Malta,Europe,Birżebbuġa,Birżebbuġa,35.82583000,14.52694000,few clouds,17.38,17.38,122796.0,80.0,922.0,1.0,232482.77,1745.571
Malta,Europe,Cospicua,Cospicua,35.88556000,14.52750000,few clouds,17.31,17.31,122796.0,80.0,922.0,1.0,232482.77,1745.571
Malta,Europe,Dingli,Dingli,35.86139000,14.38222000,few clouds,16.09,16.56,122796.0,80.0,922.0,1.0,232482.77,1745.571
Malta,Europe,Birgu (Vittoriosa),Birgu,35.89222000,14.51833000,few clouds,17.98,18.51,122796.0,80.0,922.0,1.0,232482.77,1745.571
Malta,Europe,Swatar,Birkirkara,35.89877800,14.47659200,few clouds,17.61,18.14,122796.0,80.0,922.0,1.0,232482.77,1745.571
Malta,Europe,Ħal Far,Birżebbuġa,35.81134900,14.51068600,few clouds,18.14,18.14,122796.0,80.0,922.0,1.0,232482.77,1745.571
Martinique,North America,Fort-de-France,Fort-de-France,14.64924180,-61.10984450,scattered clouds,26.97,26.97,230354.0,0.0,1104.0,0.0,659169.44,3159.151
Martinique,North America,Le Lamentin,Fort-de-France,14.62308620,-61.03347490,light rain,26.94,26.94,230354.0,0.0,1104.0,0.0,659169.44,3159.151
Martinique,North America,Saint-Joseph,Fort-de-France,14.68353400,-61.08186620,light rain,28.21,28.21,230354.0,0.0,1104.0,0.0,659169.44,3159.151
Martinique,North America,Schœlcher,Fort-de-France,14.65179970,-61.14128670,scattered clouds,26.76,26.76,230354.0,0.0,1104.0,0.0,659169.44,3159.151
Martinique,North America,Basse-Pointe,La Trinité,14.84097080,-61.16485230,overcast clouds,25.49,25.49,230354.0,0.0,1104.0,0.0,659169.44,3159.151
Martinique,North America,Grand'Rivière,La Trinité,14.84696630,-61.20427640,overcast clouds,25.48,25.48,230354.0,0.0,1104.0,0.0,659169.44,3159.151
Martinique,North America,Gros-Morne,La Trinité,14.70841840,-61.11271220,overcast clouds,-7.4,-7.4,230354.0,0.0,1104.0,0.0,659169.44,3159.151
Martinique,North America,L'Ajoupa-Bouillon,La Trinité,14.81597180,-61.17170630,overcast clouds,25.29,25.29,230354.0,0.0,1104.0,0.0,659169.44,3159.151
Martinique,North America,La Trinité,La Trinité,14.73804150,-61.02929560,scattered clouds,27.03,27.03,230354.0,0.0,1104.0,0.0,659169.44,3159.151
Martinique,North America,Le Lorrain,La Trinité,14.79952560,-61.11513740,overcast clouds,26.97,26.97,230354.0,0.0,1104.0,0.0,659169.44,3159.151
Mauritania,Africa,Atar,Adrar,20.51770000,-13.04857000,overcast clouds,29.85,29.85,63872.0,0.0,997.0,0.0,13100.216,204.486
Mauritania,Africa,Chingueṭṭi,Adrar,20.46300000,-12.36200000,overcast clouds,28.84,28.84,63872.0,0.0,997.0,0.0,13100.216,204.486
Mauritania,Africa,Barkéwol,Assaba,16.64039000,-12.49849000,overcast clouds,37.7,37.7,63872.0,0.0,997.0,0.0,13100.216,204.486
Mauritania,Africa,Kiffa,Assaba,16.62073000,-11.40208000,overcast clouds,37.92,37.92,63872.0,0.0,997.0,0.0,13100.216,204.486
Mauritania,Africa,Aleg,Brakna,17.05314000,-13.91312000,scattered clouds,35.38,35.38,63872.0,0.0,997.0,0.0,13100.216,204.486
Mauritania,Africa,Sori Malé,Brakna,16.95416667,-13.37916667,broken clouds,36.47,36.47,63872.0,0.0,997.0,0.0,13100.216,204.486
Mauritania,Africa,Azougui,Adrar,20.56764000,-13.11191000,overcast clouds,28.63,28.63,63872.0,0.0,997.0,0.0,13100.216,204.486
Mauritania,Africa,Ksar el Khali,Adrar,20.93333333,-11.61666667,overcast clouds,29.64,29.64,63872.0,0.0,997.0,0.0,13100.216,204.486
Mauritania,Africa,’Elb el Jmel,Brakna,17.01050000,-13.97102000,scattered clouds,35.32,35.32,63872.0,0.0,997.0,0.0,13100.216,204.486
Mauritania,Africa,Bofal,Brakna,16.41666667,-13.80000000,broken clouds,36.43,36.43,63872.0,0.0,997.0,0.0,13100.216,204.486
Mauritius,Africa,Albion,Black River,-20.20814000,57.40766000,heavy snow,1.19,2.1,328167.0,0.0,1073.0,0.0,257157.16,840.821
Mauritius,Africa,Bambous,Black River,-20.25667000,57.40611000,light rain,26.18,26.18,328167.0,0.0,1073.0,0.0,257157.16,840.821
Mauritius,Africa,Black River,Black River,-20.32047900,57.40372500,few clouds,24.09,24.09,328167.0,0.0,1073.0,0.0,257157.16,840.821
Mauritius,Africa,Cascavelle,Black River,-20.28694000,57.40722000,light rain,26.06,26.06,328167.0,0.0,1073.0,0.0,257157.16,840.821
Mauritius,Africa,Flic en Flac,Black River,-20.27417000,57.36306000,light rain,26.95,26.95,328167.0,0.0,1073.0,0.0,257157.16,840.821
Mauritius,Africa,Grande Rivière Noire,Black River,-20.36028000,57.36611000,light rain,26.89,26.89,328167.0,0.0,1073.0,0.0,257157.16,840.821
Mauritius,Africa,Gros Cailloux,Black River,-20.20722000,57.43000000,light rain,26.47,28.14,328167.0,0.0,1073.0,0.0,257157.16,840.821
Mauritius,Africa,Vingt Cinq,Agalega Islands,-10.38803000,56.61795000,overcast clouds,28.27,28.27,328167.0,0.0,1073.0,0.0,257157.16,840.821
Mauritius,Africa,Case Noyale,Black River,-20.41370400,57.36906500,light rain,26.84,26.84,328167.0,0.0,1073.0,0.0,257157.16,840.821
Mauritius,Africa,Chamarel,Black River,-20.42523600,57.39116500,light rain,25.1,25.1,328167.0,0.0,1073.0,0.0,257157.16,840.821
Mexico,North America,Aguascalientes,Aguascalientes,21.88333000,-102.30000000,few clouds,9.77,9.77,7619458.0,340.0,334551.0,0.0,59243.242,2601.22
Mexico,North America,Arellano,Aguascalientes,21.80106000,-102.27384000,overcast clouds,11.18,11.18,7619458.0,340.0,334551.0,0.0,59243.242,2601.22
Mexico,North America,Asientos,Aguascalientes,22.23333000,-102.08333000,clear sky,8.94,8.94,7619458.0,340.0,334551.0,0.0,59243.242,2601.22
Mexico,North America,Calvillo,Aguascalientes,21.85000000,-102.71666000,few clouds,11.66,11.66,7619458.0,340.0,334551.0,0.0,59243.242,2601.22
Mexico,North America,Carboneras,Aguascalientes,22.18311000,-102.24601000,clear sky,17.75,17.75,7619458.0,340.0,334551.0,0.0,59243.242,2601.22
Mexico,North America,Ciénega Grande,Aguascalientes,22.19434000,-102.01940000,overcast clouds,10.36,10.36,7619458.0,340.0,334551.0,0.0,59243.242,2601.22
Mexico,North America,Arboledas Paso Blanco [Fraccionamiento],Aguascalientes,21.96361000,-102.30194000,few clouds,10.43,10.43,7619458.0,340.0,334551.0,0.0,59243.242,2601.22
Mexico,North America,Bimbaletes Aguascalientes (El Álamo),Aguascalientes,22.23444000,-102.01917000,clear sky,10.65,10.65,7619458.0,340.0,334551.0,0.0,59243.242,2601.22
Mexico,North America,Cartagena [Fraccionamiento],Aguascalientes,21.95639000,-102.27639000,few clouds,10.23,10.23,7619458.0,340.0,334551.0,0.0,59243.242,2601.22
Mexico,North America,Centro de Arriba,Aguascalientes,21.73123000,-102.49888000,few clouds,9.29,9.29,7619458.0,340.0,334551.0,0.0,59243.242,2601.22
Moldova,Europe,Anenii Noi,Anenii Noi,46.87839000,29.23483000,overcast clouds,11.34,11.34,637520.0,743.0,12245.0,2.0,209711.42,4027.978
Moldova,Europe,Varniţa,Anenii Noi,46.86606000,29.46636000,overcast clouds,11.1,11.1,637520.0,743.0,12245.0,2.0,209711.42,4027.978
Moldova,Europe,Bălţi,Bălți,47.76314000,27.92932000,overcast clouds,9.36,9.36,637520.0,743.0,12245.0,2.0,209711.42,4027.978
Moldova,Europe,Basarabeasca,Basarabeasca,46.33170000,28.96365000,overcast clouds,11.61,11.61,637520.0,743.0,12245.0,2.0,209711.42,4027.978
Moldova,Europe,Bender,Bender,46.83156000,29.47769000,overcast clouds,11.33,11.33,637520.0,743.0,12245.0,2.0,209711.42,4027.978
Moldova,Europe,Briceni,Briceni,48.36289000,27.07787000,overcast clouds,8.01,8.01,637520.0,743.0,12245.0,2.0,209711.42,4027.978
Moldova,Europe,Cahul,Cahul,45.90425000,28.19929000,overcast clouds,11.83,11.83,637520.0,743.0,12245.0,2.0,209711.42,4027.978
Moldova,Europe,Giurgiuleşti,Cahul,45.48167000,28.19722000,broken clouds,13.27,13.27,637520.0,743.0,12245.0,2.0,209711.42,4027.978
Moldova,Europe,Călăraşi,Călărași,47.25560000,28.30987000,overcast clouds,9.37,9.37,637520.0,743.0,12245.0,2.0,209711.42,4027.978
Moldova,Europe,Cantemir,Cantemir,46.27743000,28.20270000,overcast clouds,10.97,10.97,637520.0,743.0,12245.0,2.0,209711.42,4027.978
Mongolia,Asia,Tsetserleg,Arkhangai,47.47500000,101.45417000,overcast clouds,2.43,2.43,1011489.0,0.0,2136.0,0.0,298725.5,630.83
Mongolia,Asia,Altay,Bayan-Ölgii,48.29359000,89.51488000,broken clouds,0.22,0.22,1011489.0,0.0,2136.0,0.0,298725.5,630.83
Mongolia,Asia,Ölgii,Bayan-Ölgii,48.96833000,89.96250000,broken clouds,2.81,2.81,1011489.0,0.0,2136.0,0.0,298725.5,630.83
Mongolia,Asia,Tsengel,Bayan-Ölgii,48.94314000,89.14358000,broken clouds,4.6,4.6,1011489.0,0.0,2136.0,0.0,298725.5,630.83
Mongolia,Asia,Bayanhongor,Bayankhongor,46.19444000,100.71806000,broken clouds,-11.41,-11.41,1011489.0,0.0,2136.0,0.0,298725.5,630.83
Mongolia,Asia,Bulgan,Bulgan,48.81250000,103.53472000,overcast clouds,7.54,7.54,1011489.0,0.0,2136.0,0.0,298725.5,630.83
Mongolia,Asia,Darhan,Darkhan-Uul,49.48667000,105.92278000,overcast clouds,11.16,11.16,1011489.0,0.0,2136.0,0.0,298725.5,630.83
Mongolia,Asia,Choibalsan,Dornod,48.07257000,114.53264000,scattered clouds,7.44,7.44,1011489.0,0.0,2136.0,0.0,298725.5,630.83
Mongolia,Asia,Ereencav,Dornod,49.88070000,115.72526000,few clouds,6.69,6.69,1011489.0,0.0,2136.0,0.0,298725.5,630.83
Mongolia,Asia,Mandalgovi,Dundgovi,45.76250000,106.27083000,overcast clouds,6.37,6.37,1011489.0,0.0,2136.0,0.0,298725.5,630.83
Montenegro,Europe,Andrijevica,Andrijevica,42.73389000,19.79194000,overcast clouds,11.96,11.96,251280.0,0.0,2654.0,0.0,408818.03,4317.904
Montenegro,Europe,Bar,Bar,42.09306000,19.10028000,overcast clouds,7.19,7.19,251280.0,0.0,2654.0,0.0,408818.03,4317.904
Montenegro,Europe,Stari Bar,Bar,42.09700000,19.13600000,scattered clouds,18.68,18.68,251280.0,0.0,2654.0,0.0,408818.03,4317.904
Montenegro,Europe,Šušanj,Bar,42.11556000,19.08833000,scattered clouds,18.48,18.48,251280.0,0.0,2654.0,0.0,408818.03,4317.904
Montenegro,Europe,Sutomore,Bar,42.14278000,19.04667000,scattered clouds,21.03,21.03,251280.0,0.0,2654.0,0.0,408818.03,4317.904
Montenegro,Europe,Berane,Berane,42.84250000,19.87333000,overcast clouds,11.96,11.96,251280.0,0.0,2654.0,0.0,408818.03,4317.904
Montenegro,Europe,Bijelo Polje,Bijelo Polje,43.03834000,19.74758000,overcast clouds,11.01,11.01,251280.0,0.0,2654.0,0.0,408818.03,4317.904
Montenegro,Europe,Budva,Budva,42.28639000,18.84000000,few clouds,18.97,20.53,251280.0,0.0,2654.0,0.0,408818.03,4317.904
Montenegro,Europe,Petrovac na Moru,Budva,42.20556000,18.94250000,broken clouds,19.02,20.58,251280.0,0.0,2654.0,0.0,408818.03,4317.904
Montenegro,Europe,Danilovgrad,Danilovgrad,42.55384000,19.14608000,broken clouds,20.27,20.87,251280.0,0.0,2654.0,0.0,408818.03,4317.904
Morocco,Africa,Agadir,Assa-Zag (EH-partial),30.42018000,-9.59815000,broken clouds,20.25,20.25,1279115.0,0.0,16305.0,0.0,34265.92,436.791
Morocco,Africa,Agadir Melloul,Assa-Zag (EH-partial),30.22492000,-7.79601000,few clouds,11.19,11.19,1279115.0,0.0,16305.0,0.0,34265.92,436.791
Morocco,Africa,Agadir-Ida-ou-Tnan,Assa-Zag (EH-partial),30.58333000,-9.50000000,broken clouds,14.83,14.83,1279115.0,0.0,16305.0,0.0,34265.92,436.791
Morocco,Africa,Aoulouz,Assa-Zag (EH-partial),30.67307000,-8.18087000,overcast clouds,15.02,15.02,1279115.0,0.0,16305.0,0.0,34265.92,436.791
Morocco,Africa,Aourir,Assa-Zag (EH-partial),30.49238000,-9.63550000,broken clouds,19.67,19.67,1279115.0,0.0,16305.0,0.0,34265.92,436.791
Morocco,Africa,Arazane,Assa-Zag (EH-partial),30.50346000,-8.60637000,scattered clouds,20.52,20.52,1279115.0,0.0,16305.0,0.0,34265.92,436.791
Morocco,Africa,Argana,Assa-Zag (EH-partial),30.78250000,-9.11968000,broken clouds,13.96,13.96,1279115.0,0.0,16305.0,0.0,34265.92,436.791
Morocco,Africa,Bigoudine,Assa-Zag (EH-partial),30.72376000,-9.21097000,broken clouds,13.38,13.38,1279115.0,0.0,16305.0,0.0,34265.92,436.791
Morocco,Africa,Inezgane,Assa-Zag (EH-partial),30.35535000,-9.53639000,broken clouds,20.27,20.27,1279115.0,0.0,16305.0,0.0,34265.92,436.791
Morocco,Africa,Chtouka-Ait-Baha,Assa-Zag (EH-partial),30.02948000,-9.30909000,scattered clouds,20.41,20.41,1279115.0,0.0,16305.0,0.0,34265.92,436.791
Mozambique,Africa,Mocímboa,Cabo Delgado,-11.31667000,40.35000000,light rain,28.89,28.89,233843.0,0.0,2252.0,0.0,7160.744,68.961
Mozambique,Africa,Montepuez,Cabo Delgado,-13.12556000,38.99972000,light rain,25.9,25.9,233843.0,0.0,2252.0,0.0,7160.744,68.961
Mozambique,Africa,Pemba,Cabo Delgado,-12.97395000,40.51775000,broken clouds,26.79,27.39,233843.0,0.0,2252.0,0.0,7160.744,68.961
Mozambique,Africa,Chibuto,Gaza,-24.68667000,33.53056000,scattered clouds,30.16,30.16,233843.0,0.0,2252.0,0.0,7160.744,68.961
Mozambique,Africa,Chokwé,Gaza,-24.53333000,32.98333000,few clouds,32.45,32.45,233843.0,0.0,2252.0,0.0,7160.744,68.961
Mozambique,Africa,Macia,Gaza,-25.02694000,33.09889000,light rain,28.88,28.88,233843.0,0.0,2252.0,0.0,7160.744,68.961
Mozambique,Africa,Xai-Xai,Gaza,-25.05194000,33.64417000,light rain,28.54,28.54,233843.0,0.0,2252.0,0.0,7160.744,68.961
Mozambique,Africa,Inhambane,Inhambane,-23.86500000,35.38333000,scattered clouds,32.78,32.99,233843.0,0.0,2252.0,0.0,7160.744,68.961
Mozambique,Africa,Maxixe,Inhambane,-23.85972000,35.34722000,scattered clouds,32.69,32.9,233843.0,0.0,2252.0,0.0,7160.744,68.961
Mozambique,Africa,Chiure,Cabo Delgado,-13.46665000,39.70317000,moderate rain,26.61,26.61,233843.0,0.0,2252.0,0.0,7160.744,68.961
Myanmar,Asia,Bogale,Ayeyarwady,16.29415000,95.39742000,overcast clouds,32.59,32.59,642885.0,26.0,19494.0,0.0,11959.141,362.633
Myanmar,Asia,Hinthada,Ayeyarwady,17.64944000,95.45705000,overcast clouds,33.09,33.09,642885.0,26.0,19494.0,0.0,11959.141,362.633
Myanmar,Asia,Kyaiklat,Ayeyarwady,16.44502000,95.72373000,broken clouds,32.81,32.81,642885.0,26.0,19494.0,0.0,11959.141,362.633
Myanmar,Asia,Maubin,Ayeyarwady,16.73148000,95.65441000,overcast clouds,34.11,34.11,642885.0,26.0,19494.0,0.0,11959.141,362.633
Myanmar,Asia,Mawlamyinegyunn,Ayeyarwady,16.37720000,95.26488000,overcast clouds,33.53,33.53,642885.0,26.0,19494.0,0.0,11959.141,362.633
Myanmar,Asia,Myanaung,Ayeyarwady,18.28651000,95.32014000,broken clouds,36.55,36.55,642885.0,26.0,19494.0,0.0,11959.141,362.633
Myanmar,Asia,Nyaungdon,Ayeyarwady,17.04459000,95.63957000,overcast clouds,34.37,34.37,642885.0,26.0,19494.0,0.0,11959.141,362.633
Myanmar,Asia,Pathein,Ayeyarwady,16.77919000,94.73212000,broken clouds,28.52,28.52,642885.0,26.0,19494.0,0.0,11959.141,362.633
Myanmar,Asia,Pyapon,Ayeyarwady,16.28543000,95.67882000,scattered clouds,32.13,32.13,642885.0,26.0,19494.0,0.0,11959.141,362.633
Myanmar,Asia,Wakema,Ayeyarwady,16.60333000,95.18278000,overcast clouds,32.64,32.64,642885.0,26.0,19494.0,0.0,11959.141,362.633
Namibia,Africa,Arandis,Erongo,-22.41667000,14.96667000,clear sky,25.78,25.78,172533.0,0.0,4108.0,0.0,59706.86,1421.617
Namibia,Africa,Hentiesbaai,Erongo,-22.11667000,14.28333000,scattered clouds,17.69,17.69,172533.0,0.0,4108.0,0.0,59706.86,1421.617
Namibia,Africa,Karibib,Erongo,-21.93333000,15.83333000,overcast clouds,28.61,28.61,172533.0,0.0,4108.0,0.0,59706.86,1421.617
Namibia,Africa,Omaruru,Erongo,-21.43333000,15.93333000,overcast clouds,27.56,27.56,172533.0,0.0,4108.0,0.0,59706.86,1421.617
Namibia,Africa,Otjimbingwe,Erongo,-22.35000000,16.13333000,overcast clouds,30.98,30.98,172533.0,0.0,4108.0,0.0,59706.86,1421.617
Namibia,Africa,Swakopmund,Erongo,-22.67842000,14.52663000,scattered clouds,16.73,16.73,172533.0,0.0,4108.0,0.0,59706.86,1421.617
Namibia,Africa,Usakos,Erongo,-22.00000000,15.60000000,overcast clouds,30.37,30.37,172533.0,0.0,4108.0,0.0,59706.86,1421.617
Namibia,Africa,Walvis Bay,Erongo,-22.95750000,14.50528000,few clouds,19.49,19.49,172533.0,0.0,4108.0,0.0,59706.86,1421.617
Namibia,Africa,Aranos,Hardap,-24.13333000,19.11667000,broken clouds,30.14,30.14,172533.0,0.0,4108.0,0.0,59706.86,1421.617
Namibia,Africa,Swakopmund Constituency,Erongo,-22.63199000,14.60119000,few clouds,18.53,18.53,172533.0,0.0,4108.0,0.0,59706.86,1421.617
Nauru,Oceania,Arijejen,Aiwo,-0.52545000,166.91247000,broken clouds,28.05,28.05,5393.0,0.0,1.0,0.0,456221.97,84.595
Nauru,Oceania,Baiti,Baiti,-0.50803000,166.92945000,broken clouds,36.51,36.51,5393.0,0.0,1.0,0.0,456221.97,84.595
Nauru,Oceania,Menen,Meneng,-0.54539000,166.94871000,broken clouds,15.27,16.86,5393.0,0.0,1.0,0.0,456221.97,84.595
Nauru,Oceania,Yaren,Yaren,-0.55085000,166.92520000,broken clouds,28.02,28.02,5393.0,0.0,1.0,0.0,456221.97,84.595
Nauru,Oceania,Anabar,Anabar,-0.50845000,166.95326000,broken clouds,28.04,28.04,5393.0,0.0,1.0,0.0,456221.97,84.595
Nauru,Oceania,Ijuw,Ijuw,-0.52100000,166.95813000,broken clouds,28.05,28.05,5393.0,0.0,1.0,0.0,456221.97,84.595
Nauru,Oceania,Uaboe,Uaboe,-0.51393000,166.92384000,broken clouds,28.01,28.01,5393.0,0.0,1.0,0.0,456221.97,84.595
Nepal,Asia,Bhaktapur,Bagmati,27.67743440,85.40386700,haze,25.08,25.08,1003450.0,0.0,12031.0,0.0,33768.65,404.874
Nepal,Asia,Dhading,Bagmati,28.00725840,84.28464170,broken clouds,26.14,26.14,1003450.0,0.0,12031.0,0.0,33768.65,404.874
Nepal,Asia,Kathmandu,Bagmati,27.70903020,85.28493270,haze,25.12,25.12,1003450.0,0.0,12031.0,0.0,33768.65,404.874
Nepal,Asia,Lalitpur,Bagmati,27.54820230,85.04201470,haze,25.21,25.21,1003450.0,0.0,12031.0,0.0,33768.65,404.874
Nepal,Asia,Makwanpur,Bagmati,27.43720820,84.75780400,overcast clouds,25.42,25.42,1003450.0,0.0,12031.0,0.0,33768.65,404.874
Nepal,Asia,Nuwakot,Bagmati,27.92205490,84.05968460,broken clouds,29.63,29.63,1003450.0,0.0,12031.0,0.0,33768.65,404.874
Nepal,Asia,Ramechhap,Bagmati,27.53749850,85.85535100,overcast clouds,25.32,25.32,1003450.0,0.0,12031.0,0.0,33768.65,404.874
Nepal,Asia,Chitwan,Bagmati,27.61953620,84.02793400,overcast clouds,32.52,32.52,1003450.0,0.0,12031.0,0.0,33768.65,404.874
Nepal,Asia,Dolakha,Bagmati,27.82371900,85.55991890,overcast clouds,25.38,25.38,1003450.0,0.0,12031.0,0.0,33768.65,404.874
Nepal,Asia,Kavrepalanchok,Bagmati,27.54539810,85.30416730,haze,20.03,20.03,1003450.0,0.0,12031.0,0.0,33768.65,404.874
Netherlands,Europe,Dorp Tera Kora,Bonaire,12.13333000,-68.26667000,broken clouds,26.99,26.99,8640008.0,383.0,22986.0,0.0,482562.8,1283.817
Netherlands,Europe,Oranjestad,Bonaire,17.48333333,-62.98333333,few clouds,25.97,27.73,8640008.0,383.0,22986.0,0.0,482562.8,1283.817
Netherlands,Europe,Rincon,Bonaire,12.23833333,-68.33250000,mist,18.86,20.02,8640008.0,383.0,22986.0,0.0,482562.8,1283.817
Netherlands,Europe,St. Johns,Bonaire,17.62100750,-63.24316830,broken clouds,0.31,2.21,8640008.0,383.0,22986.0,0.0,482562.8,1283.817
Netherlands,Europe,The Bottom,Bonaire,17.62611111,-63.24916667,clear sky,24.05,24.05,8640008.0,383.0,22986.0,0.0,482562.8,1283.817
Netherlands,Europe,Aalden,Drenthe,52.79000000,6.71806000,clear sky,16.03,16.13,8640008.0,383.0,22986.0,0.0,482562.8,1283.817
Netherlands,Europe,Boven Bolivia,Bonaire,12.18190000,-68.21810000,broken clouds,27.01,27.01,8640008.0,383.0,22986.0,0.0,482562.8,1283.817
Netherlands,Europe,Windwardside,Bonaire,17.62864000,-63.23136000,clear sky,24.05,24.05,8640008.0,383.0,22986.0,0.0,482562.8,1283.817
Netherlands,Europe,Zion's Hill,Bonaire,17.64300000,-63.22649000,clear sky,25.99,25.99,8640008.0,383.0,22986.0,0.0,482562.8,1283.817
Netherlands,Europe,Angelslo,Drenthe,52.78090000,6.92645000,clear sky,14.99,16.64,8640008.0,383.0,22986.0,0.0,482562.8,1283.817
New Caledonia,Oceania,Maré,Loyalty Islands Province,-21.51670000,167.98330000,mist,25.54,26.12,80163.0,0.0,314.0,0.0,279186.16,1093.578
New Caledonia,Oceania,Houaïlou,North Province,-21.29090000,165.62170000,scattered clouds,25.38,25.38,80163.0,0.0,314.0,0.0,279186.16,1093.578
New Caledonia,Oceania,Koné,North Province,-21.05900000,164.85180000,broken clouds,23.94,23.94,80163.0,0.0,314.0,0.0,279186.16,1093.578
New Caledonia,Oceania,Poindimié,North Province,-20.94960000,165.32930000,broken clouds,25.6,25.6,80163.0,0.0,314.0,0.0,279186.16,1093.578
New Caledonia,Oceania,Bourail,South Province,-21.57010000,165.48040000,scattered clouds,24.72,24.72,80163.0,0.0,314.0,0.0,279186.16,1093.578
